user_id,tenure_days,subscription_tier,avg_daily_minutes_last_7d,avg_daily_minutes_last_30d,sessions_last_7d,sessions_last_30d,avg_completion_rate,unique_genres_watched_30d,days_since_last_session,binge_sessions_last_30d,peak_hour_viewing_pct,original_content_pct,recommendation_click_rate,fatigue_label
U004481,31,Basic,84.2,40.4,7,30,0.432,5,1,1,92.9,20.0,0.281,0
U008327,24,Standard,150.2,191.0,8,33,0.569,5,3,1,66.6,48.9,0.395,1
U004079,263,Standard,104.5,136.6,9,35,0.732,8,1,3,58.3,35.0,0.31,0
U000641,7,Standard,84.8,69.6,10,39,0.388,11,0,4,80.1,57.0,0.259,1
U001271,213,Basic,113.6,137.9,10,41,0.691,7,0,2,54.2,74.2,0.373,0
U002779,106,Standard,94.4,73.8,6,25,0.588,2,3,1,81.0,35.9,0.185,0
U009498,100,Premium,0.0,5.0,3,12,0.398,2,6,1,72.7,41.5,0.236,1
U003862,170,Basic,86.7,114.9,7,26,0.412,11,0,2,68.7,26.9,0.272,0
U003481,30,Standard,70.7,110.8,10,43,0.568,2,0,4,47.8,9.4,0.133,0
U001535,96,Standard,0.0,5.0,2,8,0.05,3,0,0,78.6,80.5,0.02,1
U000326,241,Basic,130.3,154.4,8,35,0.61,8,1,3,82.3,25.1,0.187,0
U002339,23,Standard,58.4,44.5,6,23,0.274,2,0,1,73.8,26.1,0.088,0
U003981,321,Basic,95.1,112.4,7,28,0.33,6,5,4,60.4,50.9,0.153,0
U006878,38,Standard,100.3,117.3,7,29,0.573,4,2,3,35.9,18.5,0.295,0
U004055,272,Basic,58.7,66.6,7,30,0.259,5,2,1,95.0,18.6,0.07,0
U002238,36,Premium,0.0,5.0,5,21,0.369,3,3,2,81.5,52.5,0.095,1
U007107,7,Standard,11.4,14.5,2,8,0.097,5,0,1,66.4,61.4,0.02,0
U009669,220,Basic,25.5,28.6,3,12,0.385,4,4,3,89.8,56.5,0.298,0
U004746,9,Standard,36.6,49.5,6,24,0.256,3,0,0,68.9,42.7,0.208,1
U000865,92,Basic,135.3,147.2,6,25,0.286,4,0,0,89.5,14.3,0.032,0
U006204,189,Premium,95.2,96.1,6,24,0.764,3,0,5,81.1,45.0,0.349,0
U005509,53,Standard,0.0,5.0,4,16,0.071,1,0,0,58.9,18.2,0.179,1
U007430,197,Basic,16.6,15.8,4,17,0.364,3,4,2,50.8,61.0,0.136,0
U000372,7,Premium,48.3,52.8,1,4,0.175,3,1,1,85.6,17.6,0.198,1
U006297,77,Basic,91.3,107.7,9,35,0.545,5,1,4,70.6,36.0,0.376,0
U005552,87,Standard,113.2,84.9,9,35,0.833,5,2,2,66.6,53.6,0.3,0
U005724,27,Basic,94.8,110.7,7,28,0.529,8,0,2,79.4,21.6,0.356,0
U005900,137,Basic,36.6,48.3,6,26,0.412,4,1,1,33.1,75.0,0.208,0
U009288,308,Basic,0.0,5.0,3,12,0.449,3,1,3,92.3,41.2,0.227,1
U007872,7,Premium,59.5,93.9,6,26,0.4,5,0,1,41.2,30.8,0.235,0
U002365,154,Standard,61.9,65.5,1,4,0.05,2,3,0,76.9,44.5,0.02,1
U003214,213,Premium,41.7,45.9,2,8,0.104,5,0,0,59.9,45.9,0.142,1
U000912,56,Standard,152.6,154.8,9,38,0.6,9,0,2,73.1,67.3,0.406,0
U009048,152,Standard,13.7,17.9,5,20,0.18,4,1,0,83.5,46.3,0.332,0
U009791,52,Basic,39.7,37.7,6,23,0.361,1,1,0,75.0,52.2,0.322,0
U007290,332,Standard,30.2,41.6,4,16,0.523,1,3,2,79.0,35.0,0.263,0
U009959,197,Standard,1.7,5.0,6,23,0.486,3,0,1,93.8,30.2,0.235,1
U006537,199,Standard,58.5,57.8,7,30,0.258,7,5,3,62.3,33.8,0.102,0
U009193,488,Standard,104.1,117.0,10,44,0.702,5,2,0,83.3,44.3,0.312,1
U001424,28,Standard,42.0,48.5,4,17,0.555,2,1,0,44.9,34.0,0.084,1
U009808,176,Basic,66.7,59.1,6,25,0.551,6,0,3,62.8,59.9,0.155,0
U000480,133,Standard,77.7,52.2,2,7,0.58,1,0,1,56.2,62.4,0.161,0
U000663,167,Premium,55.0,50.5,8,33,0.774,6,0,1,82.8,62.0,0.206,0
U004477,97,Premium,74.7,85.0,3,12,0.323,3,17,1,88.5,42.9,0.201,1
U008983,182,Basic,4.7,5.2,1,4,0.427,2,2,0,71.6,38.2,0.02,1
U008078,158,Standard,88.3,82.7,10,42,0.581,3,0,2,69.7,69.3,0.397,0
U002989,228,Standard,51.8,36.1,9,34,0.203,5,1,0,83.8,21.1,0.116,0
U001120,24,Standard,83.4,94.6,8,31,0.274,6,5,3,55.2,26.5,0.411,0
U002777,8,Basic,136.2,167.2,8,33,0.743,3,2,1,83.4,71.6,0.399,0
U009836,7,Basic,81.8,72.0,8,31,0.507,9,0,7,74.9,34.0,0.211,0
U005004,74,Basic,64.2,47.8,3,11,0.258,4,1,0,72.4,67.1,0.02,0
U006650,352,Standard,0.0,5.0,2,8,0.485,2,0,0,83.4,32.7,0.126,1
U007255,69,Standard,66.2,65.6,6,26,0.411,8,0,3,67.0,29.6,0.461,0
U004428,18,Basic,75.9,109.0,9,37,0.498,4,3,1,86.7,22.8,0.305,1
U007432,110,Premium,94.1,82.9,8,32,0.55,4,0,0,95.0,34.2,0.384,0
U003982,294,Premium,23.5,15.4,11,42,0.337,3,3,1,70.4,62.3,0.172,0
U006352,131,Standard,30.4,25.0,5,21,0.392,8,0,1,89.7,16.9,0.234,0
U002894,191,Premium,38.6,34.2,3,13,0.621,4,0,1,62.3,48.8,0.093,0
U002670,68,Basic,39.6,49.6,1,4,0.412,1,2,0,75.1,25.8,0.284,0
U003978,143,Standard,58.8,95.3,6,24,0.266,3,3,3,74.9,17.5,0.121,0
U005260,378,Standard,0.0,5.0,1,4,0.057,1,6,0,86.7,45.0,0.02,1
U000280,285,Standard,56.7,55.7,5,19,0.3,5,0,1,85.6,84.8,0.189,0
U006731,110,Standard,72.9,107.9,9,38,0.599,4,2,1,62.9,75.8,0.224,0
U006105,24,Standard,46.7,54.1,2,7,0.118,1,4,1,43.8,58.3,0.141,0
U007021,144,Basic,61.5,48.9,5,21,0.258,2,4,1,66.6,33.5,0.128,1
U001695,82,Basic,81.5,92.0,10,41,0.557,2,4,3,53.4,48.0,0.424,0
U008913,370,Premium,40.7,46.5,7,29,0.367,5,1,2,91.1,45.1,0.342,0
U003480,92,Premium,60.6,68.3,5,19,0.388,6,2,3,87.1,45.1,0.131,0
U004417,96,Standard,97.0,110.3,5,19,0.719,5,1,1,60.0,21.7,0.513,0
U007593,232,Basic,41.3,65.1,3,12,0.545,3,0,1,79.1,18.1,0.141,1
U006283,258,Premium,136.8,143.1,14,57,0.774,6,0,3,40.8,21.6,0.45,0
U005604,191,Premium,85.2,107.8,9,39,0.306,12,0,3,84.9,48.0,0.335,0
U008620,31,Basic,51.1,73.1,6,24,0.536,5,4,4,49.7,42.0,0.384,0
U007781,109,Basic,78.1,125.6,2,7,0.415,3,0,1,65.2,27.1,0.095,1
U004297,27,Premium,104.0,110.6,7,27,0.227,10,3,4,78.8,44.1,0.303,0
U004594,67,Standard,43.5,41.2,7,27,0.471,3,0,3,71.9,10.5,0.255,0
U004845,35,Standard,61.0,76.2,4,15,0.155,3,1,2,72.2,31.8,0.02,0
U002210,434,Basic,34.2,38.3,2,8,0.315,4,0,0,54.3,8.6,0.094,0
U007606,199,Standard,100.2,134.6,7,29,0.495,7,2,1,84.2,66.8,0.449,0
U005502,9,Standard,29.2,34.1,7,26,0.334,3,4,0,86.0,61.9,0.213,1
U000185,53,Standard,43.2,64.5,6,23,0.566,6,0,1,81.8,51.0,0.169,0
U004801,23,Premium,66.2,49.4,6,24,0.45,4,0,7,67.2,47.1,0.228,0
U004846,89,Standard,54.1,73.3,3,12,0.61,3,0,0,89.6,61.1,0.36,0
U002351,181,Standard,51.3,45.7,6,26,0.568,4,0,1,73.2,81.2,0.088,1
U000554,148,Standard,0.0,5.0,1,3,0.539,1,1,0,84.1,17.5,0.028,1
U001398,51,Standard,41.9,47.9,1,3,0.137,2,1,0,74.3,28.4,0.199,1
U001385,192,Basic,15.6,15.6,3,13,0.246,5,1,0,78.1,39.4,0.081,1
U009183,21,Premium,76.6,107.0,6,25,0.34,7,0,1,70.6,52.0,0.316,0
U009818,111,Premium,76.9,62.2,6,25,0.269,2,1,1,83.7,69.8,0.191,0
U000298,43,Standard,42.6,37.3,9,34,0.812,3,1,3,54.0,11.2,0.396,0
U000444,83,Premium,33.4,39.6,4,16,0.394,4,0,2,92.4,51.6,0.268,0
U007339,191,Basic,153.7,166.2,10,39,0.603,8,3,3,51.1,36.8,0.465,0
U002078,108,Standard,103.4,156.8,9,37,0.506,7,9,0,87.8,55.5,0.302,0
U007816,130,Basic,55.5,50.2,10,42,0.385,6,0,1,81.9,82.2,0.359,0
U002230,64,Basic,0.0,5.0,2,8,0.254,2,2,0,84.3,55.8,0.203,1
U002843,451,Standard,69.6,75.6,2,7,0.443,1,0,1,73.0,40.1,0.41,0
U002538,27,Standard,106.9,98.6,4,15,0.494,3,0,0,67.7,45.4,0.073,0
U008146,7,Standard,12.4,15.9,5,19,0.05,2,2,0,53.4,70.8,0.02,1
U009537,181,Standard,89.5,96.1,6,26,0.49,5,8,1,66.3,40.6,0.263,1
U006444,7,Standard,58.4,71.2,7,31,0.653,5,0,1,49.3,32.9,0.27,0
U003368,56,Premium,56.7,71.7,8,31,0.265,4,0,4,57.0,63.9,0.162,0
U004487,7,Basic,92.9,109.2,7,28,0.469,1,2,2,69.8,26.0,0.298,0
U002579,79,Standard,72.3,59.7,6,23,0.391,1,0,3,75.5,40.1,0.255,0
U001132,123,Basic,120.3,90.8,7,30,0.752,5,4,4,88.9,30.0,0.612,0
U004819,394,Basic,14.8,16.6,4,17,0.238,2,0,1,95.0,55.7,0.111,1
U000321,143,Standard,77.0,94.2,5,21,0.419,6,1,3,80.7,26.8,0.257,0
U001372,35,Basic,98.6,68.5,7,29,0.625,5,1,1,81.7,21.9,0.408,0
U004043,113,Standard,51.0,47.3,6,23,0.179,1,1,1,40.6,66.7,0.167,0
U009126,587,Standard,28.1,37.8,5,19,0.102,3,0,1,73.8,10.8,0.148,0
U005146,381,Premium,5.3,5.0,6,22,0.418,8,3,1,60.2,40.6,0.397,0
U000908,75,Standard,41.2,35.2,7,29,0.1,4,0,2,73.6,19.2,0.091,0
U009427,60,Basic,73.7,67.8,8,33,0.43,5,0,1,69.8,63.3,0.1,0
U003951,7,Premium,36.2,21.3,5,22,0.192,3,2,2,68.2,21.0,0.16,1
U006146,33,Basic,61.2,119.3,3,12,0.249,4,1,2,52.6,40.7,0.15,0
U008887,232,Standard,79.6,91.5,6,25,0.34,3,1,1,91.6,58.4,0.325,0
U006696,243,Standard,66.1,75.6,6,26,0.289,6,5,0,83.1,24.9,0.377,1
U004978,41,Basic,59.1,52.0,4,16,0.413,1,0,1,55.6,57.7,0.28,0
U006093,74,Standard,0.0,5.0,3,11,0.467,2,11,0,83.5,11.7,0.275,1
U008409,128,Standard,49.6,53.4,4,17,0.557,4,5,1,75.8,46.1,0.18,0
U000927,56,Premium,84.6,92.7,7,26,0.239,5,0,4,93.1,90.0,0.216,0
U006144,375,Premium,58.6,68.2,6,26,0.424,3,3,2,92.6,47.3,0.15,0
U000016,36,Basic,112.1,96.5,10,38,0.917,7,0,5,54.9,20.7,0.504,0
U000144,64,Standard,57.5,85.2,4,17,0.586,6,11,2,80.9,77.6,0.138,1
U002364,119,Basic,0.0,5.0,3,12,0.357,1,1,0,70.7,49.9,0.237,1
U000130,128,Standard,19.2,23.6,4,16,0.565,1,0,1,66.2,81.6,0.044,0
U001162,24,Standard,142.2,121.9,8,33,0.592,5,4,4,46.9,33.1,0.191,0
U007552,94,Basic,4.7,5.0,4,15,0.213,2,10,2,89.9,22.2,0.02,1
U006130,60,Standard,75.7,70.8,3,12,0.504,1,0,1,91.9,38.2,0.109,1
U004666,222,Standard,69.9,79.8,8,35,0.462,8,0,4,44.2,63.1,0.404,0
U005661,36,Standard,86.4,69.4,2,8,0.205,5,4,0,74.9,76.3,0.02,1
U006461,55,Basic,53.3,75.8,4,15,0.42,4,5,2,86.2,62.3,0.281,0
U001877,160,Premium,59.3,79.6,6,26,0.233,3,0,2,68.8,21.8,0.106,0
U002489,159,Basic,16.9,13.7,5,21,0.145,5,0,0,70.6,60.6,0.272,1
U005328,30,Basic,73.1,68.4,2,8,0.384,3,0,2,76.2,27.2,0.154,0
U009362,319,Premium,127.6,145.3,9,35,0.555,3,0,1,61.5,76.6,0.442,0
U001183,180,Standard,81.8,68.2,11,42,0.738,8,0,4,86.1,43.2,0.504,0
U006136,19,Standard,0.0,5.0,2,8,0.144,2,6,2,79.1,41.9,0.02,1
U006378,316,Standard,67.0,70.6,9,38,0.65,1,4,2,95.0,24.9,0.419,0
U001171,172,Premium,57.6,52.9,1,3,0.09,2,0,0,62.9,42.1,0.02,0
U002183,7,Standard,72.9,77.7,10,44,0.366,2,0,2,75.0,49.3,0.317,0
U003372,162,Basic,56.7,55.1,4,17,0.252,2,0,1,91.4,36.5,0.05,0
U008041,701,Standard,26.1,25.4,2,7,0.231,1,0,0,66.7,51.4,0.02,1
U001860,234,Standard,78.2,81.2,9,36,0.321,7,2,1,70.0,65.6,0.432,0
U004861,176,Basic,17.6,21.8,6,24,0.215,4,0,0,32.4,23.9,0.094,0
U009256,71,Standard,48.4,36.7,7,27,0.371,5,0,1,79.4,57.7,0.284,0
U008346,251,Premium,0.0,5.0,6,24,0.126,4,0,3,79.3,67.8,0.167,0
U007348,114,Standard,0.0,5.0,1,3,0.374,4,2,0,95.0,42.8,0.09,1
U004865,67,Standard,0.0,5.0,6,25,0.621,3,0,3,28.0,13.3,0.332,1
U009887,399,Premium,41.3,43.7,2,7,0.206,2,0,1,72.1,22.1,0.197,0
U006389,59,Standard,36.5,37.9,4,15,0.05,4,1,0,75.3,42.0,0.102,0
U003122,51,Basic,102.6,127.1,5,21,0.449,6,1,3,65.7,54.3,0.234,0
U000388,35,Premium,44.0,45.1,5,19,0.335,3,2,0,74.6,39.3,0.165,0
U007786,120,Basic,104.6,82.6,7,28,0.455,4,14,2,57.8,53.2,0.27,1
U001033,47,Standard,42.4,55.8,5,19,0.635,4,2,3,89.4,48.0,0.378,0
U007853,281,Standard,61.7,71.2,4,15,0.093,5,4,3,67.5,35.0,0.279,1
U005419,121,Standard,44.6,34.3,6,26,0.423,5,1,1,49.2,21.1,0.149,1
U000932,324,Standard,75.0,86.4,3,11,0.267,1,6,3,88.9,41.1,0.292,0
U004020,47,Basic,140.4,186.2,9,34,0.636,7,4,2,85.9,46.9,0.391,0
U000692,99,Basic,80.2,100.7,6,25,0.61,3,9,0,77.9,69.4,0.31,1
U005299,100,Standard,112.0,127.1,8,34,0.353,5,5,1,76.1,34.4,0.056,0
U006659,26,Basic,53.8,77.9,5,19,0.291,6,0,5,83.4,57.3,0.148,1
U000830,108,Standard,54.6,42.5,2,8,0.467,4,0,0,54.9,73.2,0.229,0
U003499,39,Standard,70.4,80.4,4,17,0.229,4,4,0,86.7,30.2,0.023,0
U002082,12,Standard,81.7,71.6,6,23,0.112,11,1,5,76.2,18.6,0.383,0
U009441,33,Standard,17.6,15.7,4,15,0.173,1,0,1,75.6,54.9,0.154,0
U000045,53,Standard,53.3,44.9,2,8,0.14,3,11,1,91.6,20.5,0.02,1
U003940,97,Premium,0.0,5.0,4,17,0.28,1,0,0,52.0,16.8,0.106,0
U005258,143,Basic,65.3,67.5,4,17,0.744,7,1,4,70.0,84.5,0.385,0
U008438,7,Standard,39.5,32.1,3,13,0.299,6,0,0,80.8,66.6,0.082,0
U004320,130,Basic,90.0,80.6,6,26,0.478,2,5,3,69.1,66.6,0.205,0
U002966,217,Basic,64.3,55.3,9,40,0.491,4,0,0,45.3,30.0,0.411,0
U003970,91,Standard,74.7,51.6,4,17,0.256,5,0,5,62.4,90.0,0.337,0
U001188,12,Standard,115.1,100.8,6,24,0.264,7,2,1,70.3,70.1,0.314,0
U000285,155,Basic,48.5,73.1,3,11,0.154,2,0,1,90.1,70.5,0.166,0
U008874,7,Basic,104.3,139.3,5,21,0.39,6,2,1,56.2,79.1,0.418,0
U004160,150,Basic,9.2,8.5,4,15,0.15,4,1,0,66.2,24.5,0.102,0
U003093,91,Basic,73.2,80.3,4,16,0.42,3,0,1,88.6,34.4,0.353,0
U004557,195,Standard,34.1,36.4,6,26,0.314,4,3,1,70.8,32.4,0.062,1
U004585,211,Standard,93.3,135.5,7,28,0.77,2,0,2,24.2,51.8,0.327,0
U004324,118,Standard,17.6,17.6,5,22,0.167,2,5,0,38.8,19.7,0.169,1
U005505,66,Standard,73.9,69.9,3,13,0.502,3,1,0,84.1,21.5,0.123,0
U007075,126,Standard,56.9,53.5,5,20,0.617,3,0,0,70.9,65.5,0.247,0
U003365,503,Standard,53.5,34.1,8,31,0.291,4,2,4,78.9,34.3,0.281,0
U008026,93,Premium,49.7,53.8,4,16,0.428,6,0,1,84.5,13.1,0.02,0
U003196,126,Premium,45.0,40.5,5,19,0.314,4,4,3,50.5,45.0,0.128,0
U008811,40,Standard,50.0,43.4,7,28,0.451,3,0,2,53.4,58.4,0.305,0
U000970,116,Basic,41.2,34.1,6,24,0.189,1,14,3,95.0,41.4,0.026,1
U003735,50,Standard,36.3,56.2,3,12,0.168,2,0,1,51.8,52.8,0.02,0
U000926,7,Basic,0.0,5.0,4,17,0.264,6,0,0,75.1,24.2,0.131,1
U009497,123,Premium,110.4,135.3,9,35,0.369,2,2,4,83.3,51.2,0.284,1
U006452,1036,Basic,0.0,5.0,7,28,0.405,3,0,3,59.5,41.7,0.321,1
U008798,127,Premium,43.0,36.3,3,11,0.254,4,0,2,75.8,17.8,0.207,0
U002852,49,Standard,75.7,70.0,6,26,0.271,3,0,4,69.4,50.1,0.426,0
U005181,88,Basic,46.0,51.8,5,22,0.531,6,3,1,51.5,34.5,0.215,0
U006724,100,Standard,0.0,5.0,2,8,0.165,3,1,0,80.5,52.2,0.02,1
U009323,172,Standard,70.3,94.3,10,41,0.468,7,1,0,68.7,53.9,0.328,1
U007811,45,Premium,35.2,33.9,6,24,0.591,2,0,1,79.0,38.6,0.35,0
U004472,858,Premium,82.0,88.0,3,12,0.303,2,1,7,95.0,55.1,0.262,1
U005169,40,Standard,19.8,16.3,3,12,0.452,4,1,1,66.9,73.5,0.086,0
U004349,314,Basic,0.0,5.0,4,16,0.233,6,1,3,77.8,33.0,0.216,1
U007904,292,Basic,62.5,71.5,9,36,0.614,5,10,1,81.5,52.3,0.346,0
U003627,7,Standard,0.0,5.0,2,8,0.143,4,0,0,55.7,43.4,0.082,1
U001790,131,Standard,73.8,69.2,7,28,0.673,3,1,4,75.5,65.6,0.208,0
U008294,37,Standard,135.1,133.8,6,25,0.395,8,1,3,84.7,20.8,0.432,0
U002060,141,Standard,73.5,82.1,6,24,0.542,3,11,0,61.0,68.4,0.263,0
U004014,38,Standard,58.5,89.6,4,17,0.274,1,1,0,68.9,34.6,0.205,0
U001903,257,Standard,18.9,6.9,8,30,0.512,1,5,0,95.0,14.1,0.098,0
U005574,187,Basic,0.0,5.0,3,13,0.158,3,1,2,68.7,19.6,0.129,1
U006926,7,Premium,0.0,5.0,6,25,0.473,4,0,0,30.4,70.9,0.259,0
U000076,235,Basic,82.9,78.3,6,25,0.395,5,2,2,53.4,56.0,0.257,0
U002346,198,Premium,11.9,13.0,4,17,0.571,3,1,0,75.3,42.7,0.297,0
U005485,212,Standard,58.7,41.5,5,20,0.405,2,1,0,80.8,73.6,0.269,0
U000431,27,Basic,107.4,108.4,9,35,0.564,7,1,5,75.6,26.6,0.359,1
U004587,90,Premium,123.2,53.4,7,26,0.48,4,0,1,75.2,83.3,0.278,0
U008100,158,Basic,75.5,70.5,6,26,0.682,3,2,2,89.6,69.1,0.189,1
U008458,86,Standard,4.1,5.0,4,16,0.111,4,10,1,83.8,57.4,0.13,1
U008157,224,Standard,88.3,93.9,7,27,0.422,4,0,2,64.3,25.6,0.206,1
U007894,104,Standard,102.9,97.3,5,22,0.576,4,0,3,93.0,83.8,0.162,0
U001554,388,Standard,24.3,20.5,3,13,0.326,2,0,0,66.5,78.2,0.205,0
U000241,507,Standard,43.8,33.4,7,29,0.732,2,2,0,57.8,60.0,0.349,0
U000784,76,Standard,113.7,79.2,6,25,0.578,5,2,2,95.0,45.8,0.045,0
U003067,7,Standard,3.1,5.0,3,11,0.074,1,0,0,57.4,61.9,0.02,0
U000978,9,Standard,143.1,70.1,8,31,0.69,4,2,3,74.3,31.9,0.311,0
U002942,165,Standard,2.8,5.0,3,12,0.108,1,3,0,50.8,52.7,0.02,1
U005378,75,Standard,28.2,31.4,4,16,0.059,4,3,2,44.0,67.3,0.126,0
U004731,23,Premium,46.4,50.0,4,17,0.19,5,0,1,78.4,47.9,0.122,0
U001621,112,Standard,111.2,89.6,9,35,0.698,8,0,1,66.8,22.7,0.582,1
U002147,110,Basic,0.0,5.0,7,26,0.224,2,4,0,92.1,32.8,0.128,1
U001802,240,Standard,184.1,269.8,10,44,0.799,6,0,3,80.2,53.1,0.323,0
U002096,283,Basic,68.2,58.5,3,11,0.262,3,7,1,91.1,81.2,0.021,1
U006075,66,Premium,51.8,69.8,7,27,0.26,5,0,1,88.4,22.4,0.275,0
U005246,157,Basic,50.9,46.9,4,15,0.37,2,0,5,79.3,41.7,0.343,0
U001358,98,Premium,58.5,95.3,3,12,0.661,3,3,1,70.2,44.7,0.24,0
U008064,33,Premium,0.0,5.0,2,7,0.285,2,1,2,89.5,29.9,0.02,1
U006051,129,Standard,0.0,5.0,1,4,0.499,2,2,1,68.3,47.5,0.089,1
U008369,173,Standard,14.8,14.0,3,11,0.131,1,4,1,90.3,29.3,0.059,1
U006018,142,Standard,124.5,147.7,4,16,0.449,3,0,3,64.0,35.4,0.311,0
U009932,19,Standard,157.7,171.5,11,44,0.657,6,3,5,36.1,42.3,0.324,0
U008770,33,Premium,107.0,92.9,6,24,0.452,6,1,2,71.9,46.5,0.216,0
U007504,25,Basic,44.1,41.4,5,20,0.344,4,0,1,48.5,53.2,0.119,1
U001610,139,Standard,22.3,29.0,4,16,0.409,3,1,0,68.1,66.6,0.202,0
U003097,679,Basic,0.0,5.0,3,11,0.131,2,21,0,92.6,41.9,0.1,1
U009772,74,Premium,2.5,5.0,3,12,0.416,7,3,1,71.2,55.7,0.24,1
U002416,598,Basic,69.4,59.7,4,17,0.866,2,0,0,47.1,55.7,0.183,0
U002018,414,Premium,13.2,15.9,5,22,0.373,9,8,3,85.3,48.2,0.17,0
U006019,142,Premium,74.7,76.7,5,21,0.513,7,2,1,82.4,19.5,0.26,0
U004126,203,Standard,43.1,32.3,4,16,0.141,4,2,0,51.1,33.0,0.341,0
U009803,25,Standard,38.5,40.4,2,8,0.543,4,3,2,84.2,1.1,0.167,1
U003247,124,Standard,59.3,56.0,7,27,0.506,1,0,2,82.5,30.9,0.198,0
U000125,46,Basic,10.6,6.8,3,12,0.148,4,0,0,84.9,56.8,0.02,0
U006426,30,Standard,0.0,5.0,3,13,0.232,5,2,1,87.6,68.0,0.091,1
U005309,393,Premium,147.3,186.2,10,44,0.752,7,1,6,78.1,55.6,0.394,0
U007464,82,Basic,44.7,37.1,2,8,0.328,1,5,0,93.5,15.4,0.159,1
U009158,167,Basic,90.2,60.5,6,26,0.525,3,0,2,61.7,48.4,0.376,0
U003342,155,Basic,25.6,26.3,1,4,0.236,1,9,1,52.0,67.9,0.179,1
U000599,38,Basic,79.6,62.3,6,24,0.239,10,0,0,89.2,23.8,0.263,0
U002124,97,Premium,101.0,119.1,8,31,0.656,9,1,0,83.3,30.0,0.428,0
U009499,562,Standard,113.5,161.9,5,20,0.373,4,0,2,78.5,64.3,0.246,0
U007686,263,Premium,30.2,27.6,1,4,0.126,2,1,1,74.5,55.4,0.064,0
U007050,120,Basic,55.1,67.6,7,30,0.671,8,2,4,95.0,60.0,0.487,0
U009662,52,Basic,131.5,106.3,8,32,0.671,6,0,6,92.3,33.5,0.311,0
U002198,359,Basic,156.2,116.4,10,42,0.78,4,0,1,49.4,48.5,0.405,0
U004052,210,Standard,44.9,40.5,3,13,0.467,6,1,3,57.6,68.7,0.232,0
U006055,339,Premium,33.7,34.9,5,21,0.216,4,0,0,70.8,51.6,0.02,0
U003363,212,Standard,0.0,5.0,1,4,0.05,5,0,0,92.3,49.5,0.104,1
U006852,482,Basic,109.7,137.0,8,32,0.344,6,2,4,54.6,59.8,0.339,0
U000726,331,Standard,55.2,25.8,12,49,0.458,5,0,7,46.9,27.1,0.297,0
U004935,120,Basic,76.5,86.7,11,43,0.602,11,0,6,77.8,52.8,0.537,1
U000979,123,Standard,0.0,5.0,4,17,0.48,4,0,3,66.0,32.1,0.332,1
U000809,107,Standard,21.6,22.9,6,22,0.553,2,0,1,46.8,80.1,0.315,0
U009604,8,Standard,68.7,66.9,3,12,0.631,2,6,1,88.5,53.2,0.219,1
U001476,198,Basic,103.7,132.7,6,26,0.638,4,0,2,70.0,36.9,0.243,0
U005936,237,Basic,6.3,5.0,4,17,0.161,4,2,1,65.1,33.9,0.275,1
U009037,20,Standard,84.6,66.6,4,17,0.322,5,0,2,72.8,7.3,0.261,0
U007336,47,Premium,149.5,126.8,8,35,0.459,6,2,4,95.0,27.4,0.503,0
U003963,7,Premium,0.0,5.0,3,12,0.216,1,0,0,71.7,65.3,0.104,1
U006423,10,Basic,0.0,5.0,3,13,0.209,4,1,1,81.6,20.6,0.091,1
U004906,31,Premium,110.3,125.2,2,8,0.113,1,2,2,83.7,54.1,0.207,0
U001236,82,Standard,64.3,60.9,2,8,0.537,4,7,0,70.5,73.0,0.263,0
U001226,183,Standard,113.8,53.6,9,39,0.538,11,1,3,57.3,36.4,0.442,0
U008050,26,Premium,53.1,61.1,6,23,0.231,4,1,3,78.0,59.4,0.22,1
U009279,7,Basic,19.9,13.7,5,20,0.367,3,2,0,71.9,45.7,0.124,0
U008672,26,Premium,149.2,148.4,9,35,0.632,9,0,8,85.0,57.1,0.318,0
U005230,163,Premium,54.7,55.9,5,19,0.539,3,0,3,46.0,35.6,0.196,0
U006951,251,Premium,55.2,77.5,6,23,0.167,11,1,1,59.8,64.0,0.095,0
U003218,7,Standard,10.1,10.5,4,15,0.169,2,3,0,69.1,7.4,0.368,0
U000288,140,Basic,90.5,75.1,10,44,0.311,1,1,0,95.0,90.0,0.333,0
U005024,228,Standard,136.1,160.8,10,39,0.589,4,0,1,85.2,63.2,0.317,0
U002967,233,Standard,26.1,38.4,7,30,0.517,5,7,1,76.2,72.2,0.26,1
U003165,10,Standard,44.4,54.9,7,26,0.43,3,0,2,87.4,54.1,0.328,0
U006004,170,Basic,40.1,17.4,2,8,0.136,8,0,1,66.9,47.0,0.216,1
U008888,215,Standard,40.3,28.1,4,17,0.209,2,1,2,47.5,60.8,0.068,0
U001658,65,Premium,27.4,26.8,5,19,0.289,2,1,1,78.0,15.3,0.245,0
U001976,508,Premium,56.4,45.8,3,12,0.245,2,2,0,67.8,53.5,0.115,1
U002398,7,Basic,24.8,24.2,6,26,0.31,6,3,2,78.3,41.1,0.212,0
U000453,99,Premium,38.4,21.5,0,0,0.05,2,7,0,82.8,72.7,0.02,1
U008031,78,Standard,36.8,32.4,3,11,0.076,3,3,1,80.1,37.8,0.22,1
U004697,126,Basic,69.3,25.0,3,13,0.325,3,11,0,86.3,72.7,0.206,1
U003682,24,Premium,36.4,40.7,4,17,0.161,2,3,3,85.9,44.4,0.252,0
U000423,17,Standard,61.1,75.6,5,21,0.584,7,0,0,82.9,47.4,0.296,0
U009726,609,Standard,63.6,77.0,1,4,0.062,3,3,0,48.3,41.7,0.156,0
